iter	RMSE
311	0.03448765035
312	0.03415895837
313	0.03412571085
314	0.03410917966
315	0.03386570121
316	0.03376302061
317	0.03360824836
318	0.03353219807
319	0.03323505345
320	0.0329601589
321	0.03267584902
322	0.03265009594
323	0.03245303779
324	0.03227464536
325	0.03216694956
326	0.0320661896
327	0.03180015512
328	0.03169793293
329	0.03165558121
330	0.03162954561
331	0.0314215213
332	0.03132947036
333	0.03104257729
334	0.03080568971
335	0.03073419261
336	0.03064948114
337	0.03063718938
338	0.030535317
339	0.03050744307
340	0.03047455721
341	0.0303016467
342	0.03022779717
343	0.03004325924
344	0.02995903964
345	0.02975259442
346	0.02959246633
347	0.02952807738
348	0.02947906341
349	0.02942719642
350	0.02923018425
351	0.02911594465
352	0.02905853374
353	0.02898045981
354	0.02880602147
355	0.02872170048
356	0.0286764057
357	0.02854249251
358	0.02844124905
359	0.02837066155
360	0.02836667059
361	0.02829007273
362	0.02825988497
363	0.02820219409
364	0.02785914963
365	0.02754602556
366	0.02753690476
367	0.0274977384
368	0.02730380809
369	0.02728977477
370	0.02692662415
371	0.0267781078
372	0.02669943211
373	0.02668479089
374	0.02665393166
375	0.02659179264
376	0.02652318249
377	0.02643303815
378	0.02618519474
379	0.02606542077
380	0.02579835135
381	0.02577980119
382	0.02568359484
383	0.02554143323
384	0.0254748189
385	0.02546266839
386	0.02540103376
387	0.02533730739
388	0.02515748965
389	0.02505576893
390	0.02497850221
391	0.02493098644
392	0.02460555634
393	0.0245503714
394	0.02447471221
395	0.02445498076
396	0.02443811192
397	0.02429830001
398	0.02416053279
399	0.02412906522
400	0.02401125721
401	0.02384708154
402	0.02383125125
403	0.0237698958
404	0.02371129032
405	0.02360534109
406	0.02353654761
407	0.02347949739
408	0.02336774436
409	0.02335901289
410	0.02327648639
411	0.02310954401
412	0.02304181776
413	0.02298057975
414	0.02294141291
415	0.02288724291
416	0.02281494034
417	0.02277629414
418	0.0226885657
419	0.02263999199
420	0.02261418468
421	0.02259710004
422	0.02253783538
423	0.02244196544
424	0.02242019254
425	0.02238135158
426	0.02228511013
427	0.02222223001
428	0.02219438368
429	0.02217491928
430	0.0221057445
431	0.02206646997
432	0.02202527345
433	0.02196501572
434	0.02182262262
435	0.02166595384
436	0.02159978786
437	0.02155293434
438	0.02149794623
439	0.02144235025
440	0.02142568933
441	0.0213527514
442	0.02134364389
443	0.02129768835
444	0.02122405537
445	0.02118478596
446	0.02116163652
447	0.02112942371
448	0.02103445676
449	0.02094026742
450	0.02090839907
451	0.02086668715
452	0.02075385941
453	0.02065435671
454	0.0206240592
455	0.02058996916
456	0.02057801263
457	0.02055155906
458	0.02049697952
459	0.02044764526
460	0.02040736313
461	0.02038502881
462	0.02036395755
463	0.02034657733
464	0.0203091178
465	0.02018365666
466	0.02016593364
467	0.02012878333
468	0.02010930509
469	0.02009137507
470	0.02007181563
471	0.02004926352
472	0.02001702793
473	0.01999713465
474	0.01994405518
475	0.01989468635
476	0.01987867859
477	0.01985436785
478	0.01981125248
479	0.01980711628
480	0.01978538999
481	0.01973853361
482	0.0197197214
483	0.01964711757
484	0.01957424981
485	0.01951491876
486	0.01950421121
487	0.01943600106
488	0.01938259918
489	0.01937406969
490	0.01934288252
491	0.01933169805
492	0.01931190747
493	0.0192478417
494	0.01920999476
495	0.01918684996
496	0.01917011018
497	0.01915785984
498	0.01903924684
499	0.01894206674
500	0.01892245029
501	0.01887791347
502	0.01884857294
503	0.01879017452
504	0.01867340217
505	0.0186506023
506	0.01860292051
507	0.01856609974
508	0.01855192394
509	0.01853271313
510	0.01844571505
511	0.01834987416
512	0.01833442026
513	0.01831742686
514	0.01830015499
515	0.01827284122
516	0.01826375332
517	0.01824849388
518	0.01820118983
519	0.0181800267
520	0.01817159936
521	0.01814170619
522	0.01811350559
523	0.01805787046
524	0.01802795398
525	0.01800417453
526	0.01794198423
527	0.01791360992
528	0.01788581435
529	0.01785257956
530	0.01782641621
531	0.01777924251
532	0.01775029815
533	0.01773765104
534	0.01771715377
535	0.01770124441
536	0.0176393685
537	0.01763044906
538	0.01760081096
539	0.0175324346
540	0.01745573247
541	0.01744184704
542	0.01741661395
543	0.01737135573
544	0.01736450067
545	0.01733888904
546	0.01725525397
547	0.01718282672
548	0.01712172826
549	0.01706568347
550	0.01700303112
551	0.01697604639
552	0.01695502077
553	0.016947664
554	0.01691974144
555	0.01691161182
556	0.01690204006
557	0.01688360654
558	0.01680658437
559	0.01678499652
560	0.0167693562
561	0.01674523898
562	0.01672376696
563	0.01671889227
564	0.01670292779
565	0.01664445981
566	0.016578683
567	0.01654219114
568	0.0164629778
569	0.01643256939
570	0.01641452468
571	0.01639020712
572	0.01636690418
573	0.01635966174
574	0.01625763509
575	0.0162552922
576	0.01623956503
577	0.01623393522
578	0.01620710341
579	0.01619468196
580	0.01617310587
581	0.01608715587
582	0.01606862214
583	0.01605745476
584	0.01603972661
585	0.0160127897
586	0.01599357165
587	0.01595833447
588	0.01593390488
589	0.01592163745
590	0.01590224522
591	0.01587686635
592	0.01586304304
593	0.01583425823
594	0.01578090491
595	0.01576147988
596	0.01575602263
597	0.0156818708
598	0.01565664743
599	0.01561422692
600	0.01559458504
601	0.01557425974
602	0.01555615342
603	0.01554983011
604	0.01553605753
605	0.01550833341
606	0.01549779124
607	0.01545811645
608	0.01540925415
609	0.01535681237
610	0.01534668399
611	0.01534007742
612	0.01526903813
613	0.01525659686
614	0.0151990198
615	0.01517930277
616	0.01515592235
617	0.01510010136
618	0.01509418115
619	0.01508086133
620	0.01506527109
621	0.01505607825
622	0.01504221147
623	0.01500610421
624	0.01499820989
625	0.01499372391
626	0.0149736694
627	0.01495215515
628	0.01493413399
629	0.01489287079
630	0.01488158057
631	0.01487776929
632	0.01487417668
633	0.01484720599
634	0.01481479945
635	0.01481127308
636	0.01473001207
637	0.01472212307
638	0.01468937863
639	0.01468235911
640	0.01467044472
641	0.01463235664
642	0.01462256888
643	0.01461400518
644	0.01456869681
645	0.01453545958
646	0.01453118854
647	0.01451322338
648	0.01450911641
649	0.0145070412
650	0.01445898072
651	0.01445400585
652	0.01444308054
653	0.01439248662
654	0.01433914677
655	0.01432265542
656	0.01431448582
657	0.0143111088
658	0.01428460774
659	0.01427819188
660	0.01424424706
661	0.01423993742
662	0.01423394067
663	0.01422933261
664	0.01421518254
665	0.01416025548
666	0.01414225001
667	0.01412897284
668	0.01411727335
669	0.0141081416
670	0.01410542777
671	0.01409940303
672	0.01409333425
673	0.01405605595
674	0.01401470967
675	0.01397186489
676	0.01396175484
677	0.01393847022
678	0.0139217741
679	0.01390464779
680	0.01388784208
681	0.01386790942
682	0.0138411722
683	0.01381858334
684	0.01379795048
685	0.01376243299
686	0.01375181498
687	0.01374294869
688	0.01372202163
689	0.01371218491
690	0.01370451962
691	0.0136979932
692	0.01366320847
693	0.01363663582
694	0.01362242688
695	0.01355310925
696	0.01352735296
697	0.01350441295
698	0.01348972605
699	0.01348805969
700	0.01347804439
701	0.01347259837
702	0.01344363907
703	0.01342911884
704	0.01338394519
705	0.01336762505
706	0.0133617253
707	0.01335569312
708	0.01333075263
709	0.01327253049
710	0.01324589006
711	0.01324435327
712	0.01321665115
713	0.01321208999
714	0.01320799463
715	0.01319915246
716	0.01319039021
717	0.01318472021
718	0.01317267599
719	0.01316608929
720	0.01315662952
721	0.01310865444
722	0.0131020777
723	0.01306750977
724	0.01306330292
725	0.0130411216
726	0.01300136743
727	0.01298857131
728	0.01297288923
729	0.01296019719
730	0.01294954938
731	0.01292548686
732	0.01291072539
733	0.01289824898
734	0.01285821979
735	0.01282768839
736	0.01282290312
737	0.01281634981
738	0.01278105849
739	0.01276727121
740	0.01274974014
741	0.01272445107
742	0.01271061472
743	0.01270195735
744	0.01268549793
745	0.01266555847
746	0.01264846712
747	0.01264355806
748	0.01262060773
749	0.01261797589
750	0.01261036318
751	0.01256783209
752	0.01255869334
753	0.01255358569
754	0.01253919505
755	0.01253208427
756	0.01252065104
757	0.01251506307
758	0.01250526668
759	0.0124613073
760	0.01245286324
761	0.01242551669
762	0.01241507715
763	0.01239325298
764	0.01238840821
765	0.01234948061
766	0.01234052745
767	0.01233466009
768	0.01232025789
769	0.01231007713
770	0.01230007779
771	0.01229288455
772	0.01227449251
773	0.01225663623
774	0.01224972734
775	0.01223670819
776	0.01223184317
777	0.01222199468
778	0.01218348671
779	0.01216925886
780	0.01216526941
781	0.01215205189
782	0.012137061
783	0.01212911126
784	0.01210797812
785	0.01209089679
786	0.01207915839
787	0.01207756717
788	0.01207646137
789	0.01205875253
790	0.01203758657
791	0.0120184397
792	0.01200034573
793	0.01198969499
794	0.01197822513
795	0.01194996018
796	0.01194186009
797	0.01193180238
798	0.0119245802
799	0.01191685556
800	0.01190578863
801	0.01189692488
802	0.01187837893
803	0.01184228152
804	0.0118286983
805	0.01182214295
806	0.01180017562
807	0.0117885647
808	0.01178210734
809	0.01177377383
810	0.01176364479
811	0.01174823447
812	0.01172922719
813	0.01171819144
814	0.01170605954
815	0.01169878798
816	0.01168537605
817	0.01166883369
818	0.01166291497
819	0.01165568619
820	0.0116258259
821	0.01160891654
822	0.01160572741
823	0.01159211282
824	0.01156874444
825	0.01156280954
826	0.01155068261
827	0.01154093598
828	0.0115364785
829	0.01153223778
830	0.0115213314
831	0.0115085124
832	0.01148227001
833	0.01147180944
834	0.01145769885
835	0.0114453857
836	0.01143155875
837	0.01140006247
838	0.01139441214
839	0.01137996885
840	0.01137069296
841	0.01135389906
842	0.01134991442
843	0.01133927957
844	0.01133667934
845	0.0113324027
846	0.01131676856
847	0.01130490698
848	0.01129801351
849	0.01128496516
850	0.01128304826
851	0.01123179551
852	0.01121863595
853	0.01121377283
854	0.01121168979
855	0.01120524632
856	0.01118880674
857	0.01116162191
858	0.0111389173
859	0.01113340922
860	0.01112649556
861	0.01109913253
862	0.01108756231
863	0.01107840179
864	0.0110716217
865	0.01106457453
866	0.01105186581
867	0.01103799832
868	0.01103318965
869	0.01101985094
870	0.01100713592
871	0.01100473582
872	0.01097846077
873	0.01097589133
874	0.01095814877
875	0.01095513578
876	0.01094958879
877	0.01094713881
878	0.01094182097
879	0.01093153343
880	0.01092927321
881	0.01091880453
882	0.01089104283
883	0.01087431652
884	0.01086629783
885	0.01085190526
886	0.01084941975
887	0.01084309107
888	0.01083781224
889	0.01082311095
890	0.01081234738
891	0.01080205477
892	0.01079667522
893	0.01078549134
894	0.01077834101
895	0.01076728502
896	0.0107614538
897	0.01075828251
898	0.01075413763
899	0.01074310414
900	0.01074103936
901	0.01072637927
902	0.01071900349
903	0.01069378375
904	0.01068875798
905	0.01068536844
906	0.01068094717
907	0.01067742322
908	0.0106702467
909	0.01065581996
910	0.01064042486
911	0.01063824677
912	0.01063061791
913	0.01062060276
914	0.01060703431
915	0.01058205433
916	0.01057627784
917	0.01056325689
918	0.01055930269
919	0.01055309879
920	0.01054454783
921	0.01053675866
922	0.01053512748
923	0.01053262523
924	0.01052433094
925	0.0105161307
926	0.01051003036
927	0.01050093267
928	0.01048904784
929	0.01048817584
930	0.01048479914
931	0.01047203869
932	0.01046274538
933	0.0104543629
934	0.01045317872
935	0.0104487087
936	0.01043152666
937	0.01042664157
938	0.01042241463
939	0.01041902734
940	0.01041194438
941	0.01040929235
942	0.01038554862
943	0.01037060018
944	0.01036610324
945	0.01036261972
946	0.01034245155
947	0.0103332138
948	0.01033010247
949	0.01032504966
950	0.01030358147
951	0.01029849567
952	0.01028897921
953	0.01027707681
954	0.01027441386
955	0.01025687002
956	0.0102420596
957	0.01023808647
958	0.01023452832
959	0.01022839575
960	0.01022095229
961	0.01021254719
962	0.01020700868
963	0.01019733504
964	0.01019011621
965	0.01018602347
966	0.01016215462
967	0.0101589226
968	0.01015548256
969	0.01013156235
970	0.01012590371
971	0.01011774118
972	0.01011363814
973	0.01010953281
974	0.0101060782
975	0.01008973973
976	0.01008282962
977	0.01006300062
978	0.01006017607
979	0.01005745848
980	0.01004702887
981	0.01002931208
982	0.01001607003
983	0.01000418847
984	0.009998927816
985	0.009994154542
986	0.009976111933
987	0.00996534599
988	0.009959861031
989	0.009920651913
990	0.009913805877
991	0.009906335084
992	0.009902243084
993	0.00989694023
994	0.009893017872
995	0.009890859401
996	0.009887960044
997	0.009881924003
998	0.009876550731
999	0.009874371706
