iter	RMSE
0	1.445697822
1	1.322811477
2	1.213263285
3	1.129117258
4	1.044000593
5	0.9661883587
6	0.8996103563
7	0.8341156758
8	0.7772493614
9	0.7330951085
10	0.6794046486
11	0.6439293749
12	0.6044942533
13	0.57261788
14	0.5378941411
15	0.5048374109
16	0.4764986461
17	0.4507418848
18	0.4248497909
19	0.4049466715
20	0.384860598
21	0.3715945816
22	0.3543601036
23	0.3381839723
24	0.3255259641
25	0.3115959103
26	0.3013413959
27	0.29253305
28	0.2831320007
29	0.2731970222
30	0.2656478022
31	0.2548433177
32	0.2485018867
33	0.2402103059
34	0.2346668306
35	0.230898724
36	0.2187081614
37	0.2140407008
38	0.2103384495
39	0.2066422323
40	0.2036461118
41	0.1946858416
42	0.1891604944
43	0.186561138
44	0.1780955457
45	0.1755146035
46	0.1718429748
47	0.1653887338
48	0.1627369356
49	0.1609870352
50	0.1609822369
51	0.1587113145
52	0.1535780837
53	0.153575069
54	0.1527424278
55	0.1492854932
56	0.1488863967
57	0.1436492076
58	0.1423640812
59	0.1423623733
60	0.1406875419
61	0.1404714224
62	0.1383857396
63	0.1360235993
64	0.1349740713
65	0.1333924362
66	0.1326132828
67	0.1321714711
68	0.1321570766
69	0.1321564708
70	0.1320706935
71	0.130725575
72	0.1285474791
73	0.1284131682
74	0.1260632292
75	0.1253313881
76	0.1253014681
77	0.1252882624
78	0.1239730279
79	0.1223361441
80	0.121768302
81	0.1212137636
82	0.1195908912
83	0.1189324512
84	0.1189303456
85	0.1169844397
86	0.1158230889
87	0.1155188563
88	0.1135085301
89	0.1133879409
90	0.1114772628
91	0.1110999579
92	0.1110749415
93	0.1087317402
94	0.1082901422
95	0.1080838218
96	0.1080599124
97	0.1068877336
98	0.1068505176
99	0.1061970443
100	0.1061508983
101	0.1046404291
102	0.1045064583
103	0.1043377722
104	0.1033323807
105	0.1021506478
106	0.101957818
107	0.1006382668
108	0.09909108441
109	0.09854015825
110	0.09761973958
111	0.09757455725
112	0.09750838958
113	0.09736941549
114	0.09671730204
115	0.09549864615
116	0.09486536135
117	0.09451312278
118	0.09407854296
119	0.09334032886
120	0.09330499147
121	0.09326711495
122	0.09278511996
123	0.09178783795
124	0.09176826184
125	0.09171577049
126	0.09140563165
127	0.09134609717
128	0.09078902544
129	0.09032334909
130	0.08965452543
131	0.08933376092
132	0.0892843047
133	0.08921274125
134	0.08918107546
135	0.08855861403
136	0.08795037144
137	0.08793805566
138	0.08790637051
139	0.08750655627
140	0.08687105516
141	0.08634219295
142	0.08481259255
143	0.08389831954
144	0.08371323881
145	0.08369483224
146	0.08326114842
147	0.08274601374
148	0.08194756637
149	0.08140644297
150	0.08091680811
151	0.08088473257
152	0.08025828121
153	0.08015867278
154	0.0799349353
155	0.07928947245
156	0.07855283173
157	0.07790346003
158	0.07789651971
159	0.07788596059
160	0.07650529895
161	0.07554853953
162	0.07426053274
163	0.07378254606
164	0.07377771815
165	0.07350394135
166	0.07304185037
167	0.07290468601
168	0.07261426697
169	0.0713961264
170	0.07100662676
171	0.07093000224
172	0.07014294544
173	0.07013921611
174	0.07013465434
175	0.06952776487
176	0.06927594041
177	0.06917734922
178	0.06915276561
179	0.06906057267
180	0.06890295476
181	0.06889931948
182	0.06877029866
183	0.06748887609
184	0.06650151847
185	0.06614361064
186	0.06606086124
187	0.0654674843
188	0.06502792462
189	0.06426833997
190	0.06426499825
191	0.06397355344
192	0.06374595798
193	0.06265457052
194	0.06225003249
195	0.06223464856
196	0.06134630483
197	0.06060218657
198	0.05968868245
199	0.05968445453
200	0.05849777211
201	0.05821971794
202	0.05795711613
203	0.05793472973
204	0.05766853196
205	0.05727084885
206	0.05725177684
207	0.05694180185
208	0.05693831975
209	0.05693463044
210	0.05669457616
211	0.05637572354
212	0.05634067578
213	0.0563375764
214	0.05611295626
215	0.05610877885
216	0.05570442598
217	0.05567976345
218	0.05555778561
219	0.05553587566
220	0.05527265441
221	0.05451718762
222	0.05427149808
223	0.05408977655
224	0.0538708891
225	0.05369904145
226	0.05348534845
227	0.05312888854
228	0.05312575867
229	0.05310542353
230	0.05301189704
231	0.05300524563
232	0.05249777121
233	0.05241508959
234	0.05232702525
235	0.05203231842
236	0.0517212727
237	0.05130348921
238	0.05085660181
239	0.05060762853
240	0.0498059553
241	0.04947821365
242	0.04896330027
243	0.04859802876
244	0.04847292709
245	0.04841697946
246	0.04834167308
247	0.04819157656
248	0.04812326481
249	0.04769754499
250	0.04752723438
251	0.04693239156
252	0.04691461816
253	0.04664220858
254	0.04662618905
255	0.0461698092
256	0.04593165487
257	0.04551703067
258	0.04514096416
259	0.04511107828
260	0.04481484829
261	0.04471597937
262	0.04453107597
263	0.04419419503
264	0.04414357385
265	0.04398198829
266	0.04369162025
267	0.04342224856
268	0.04329084284
269	0.04316875958
270	0.04304353068
271	0.04282125852
272	0.04255524217
273	0.04247322177
274	0.04239359156
275	0.04222228114
276	0.04201414383
277	0.04162071071
278	0.04127490607
279	0.04087641185
280	0.04083772528
281	0.04073890205
282	0.04030081631
283	0.04021091188
284	0.04006107333
285	0.0400056389
286	0.03995838899
287	0.03994743561
288	0.03929661257
289	0.03883015035
290	0.03863980239
291	0.03850017192
292	0.03828451181
293	0.03810854505
294	0.03805682811
295	0.03768141814
296	0.03757931642
297	0.03755506263
298	0.03746731334
299	0.03738647317
300	0.03734873363
301	0.03712750193
302	0.0366937153
303	0.03631400772
304	0.03602617866
305	0.03585913173
306	0.03577338895
307	0.03562759576
308	0.03548389792
309	0.03513747889
310	0.03482295194
